dropoff_community,dropoff_tract,dropoff_community
3663,5.76030576030576,100.0
209710,47.30580325211006,100.0
57086,10.359808008968924,100.0
469,1.0660980810234542,100.0
9930,6.08257804632427,100.0
3702,2.025931928687196,100.0
1361,1.2490815576781777,100.0
285542,41.640459196895726,100.0
311,0.3215434083601286,100.0
86516,25.62185029358731,100.0
