taxi_trip_details_avg_trip_fare_per_trip.dropoff_tract,taxi_trip_details_avg_trip_fare_per_trip._c1
17031980100,31.573089989890335
17031980000,38.09388989089481
17031843900,25.93888888888889
17031843700,14.572368421052632
17031843300,16.464285714285715
17031843200,16.583333333333332
17031843100,17.505859375
17031842900,13.47340425531915
17031842600,24.125
17031842300,9.488103988832126
