dropoff_tract,_c1
17031980100,31.263768767670182
17031980000,39.07275091809921
17031843900,25.540816326530614
17031843700,19.3355721399361
17031843600,21.0
17031843500,19.02173913043478
17031843300,20.006410256410255
17031843200,14.77482269503546
17031843100,18.612403100775193
17031843000,15.5
